user_id,install_date,country,platform,channel
U40616,2026-01-01,US,iOS,TikTok
U40566,2026-01-01,US,Android,Meta
U21745,2026-01-01,JP,Android,Organic
U40497,2026-01-01,JP,Android,Organic
U21863,2026-01-01,US,iOS,TikTok
U40409,2026-01-01,US,Android,Meta
U01946,2026-01-01,US,iOS,Google
U21946,2026-01-01,US,iOS,Google
U40374,2026-01-01,JP,iOS,Meta
U22020,2026-01-01,JP,iOS,Organic
U40244,2026-01-01,JP,iOS,Organic
U22088,2026-01-01,US,Android,Meta
U40222,2026-01-01,JP,Android,Organic
U00695,2026-01-01,US,Android,TikTok
U22166,2026-01-01,JP,Android,Organic
U40155,2026-01-01,US,Android,TikTok
U09676,2026-01-01,US,iOS,Google
U40115,2026-01-01,US,Android,Meta
U22243,2026-01-01,JP,iOS,Google
U00654,2026-01-01,US,iOS,Meta
U21542,2026-01-01,JP,iOS,Organic
U21518,2026-01-01,US,Android,Google
U05396,2026-01-01,US,iOS,Meta
U41420,2026-01-01,JP,iOS,TikTok
U41389,2026-01-01,US,Android,Google
U20861,2026-01-01,US,iOS,Meta
U41383,2026-01-01,JP,Android,Organic
U00617,2026-01-01,JP,iOS,Google
U10024,2026-01-01,US,iOS,Organic
U20895,2026-01-01,US,iOS,Meta
U20905,2026-01-01,JP,Android,Organic
U00622,2026-01-01,US,iOS,Google
U41305,2026-01-01,US,Android,Meta
U41269,2026-01-01,JP,iOS,Meta
U21050,2026-01-01,JP,Android,TikTok
U21070,2026-01-01,US,iOS,TikTok
U41463,2026-01-01,JP,Android,Google
U41247,2026-01-01,JP,iOS,TikTok
U02826,2026-01-01,US,Android,Meta
U41082,2026-01-01,US,iOS,TikTok
U32039,2026-01-01,US,iOS,TikTok
U40962,2026-01-01,JP,iOS,Organic
U09966,2026-01-01,US,iOS,Organic
U40926,2026-01-01,US,iOS,Meta
U40923,2026-01-01,US,iOS,Google
U21235,2026-01-01,JP,iOS,TikTok
U21265,2026-01-01,JP,iOS,Organic
U09914,2026-01-01,US,Android,Meta
U40885,2026-01-01,JP,Android,Organic
U05395,2026-01-01,US,Android,Google
U01982,2026-01-01,US,iOS,Google
U41223,2026-01-01,JP,Android,Organic
U42990,2026-01-01,JP,Android,Meta
U00873,2026-01-01,JP,iOS,Organic
U05901,2026-01-01,JP,iOS,TikTok
U29637,2026-01-01,US,iOS,Organic
U34164,2026-01-01,US,iOS,Meta
U06752,2026-01-01,US,iOS,TikTok
U29658,2026-01-01,JP,iOS,TikTok
U03057,2026-01-01,JP,Android,Organic
U07809,2026-01-01,US,Android,Organic
U07807,2026-01-01,JP,iOS,Google
U29702,2026-01-01,US,iOS,TikTok
U29711,2026-01-01,JP,iOS,Organic
U07776,2026-01-01,JP,Android,Organic
U33959,2026-01-01,US,iOS,TikTok
U29806,2026-01-01,JP,Android,Organic
U29824,2026-01-01,US,Android,Meta
U33832,2026-01-01,JP,Android,Organic
U33753,2026-01-01,JP,iOS,TikTok
U29881,2026-01-01,US,iOS,Organic
U33735,2026-01-01,JP,Android,TikTok
U33734,2026-01-01,US,iOS,Google
U01420,2026-01-01,US,Android,Meta
U29906,2026-01-01,US,Android,TikTok
U01411,2026-01-01,JP,iOS,Organic
U33668,2026-01-01,JP,iOS,Google
U06789,2026-01-01,JP,Android,Meta
U33618,2026-01-01,JP,iOS,Organic
U33598,2026-01-01,US,iOS,TikTok
U33596,2026-01-01,US,iOS,Meta
U33569,2026-01-01,US,Android,Meta
U29557,2026-01-01,JP,iOS,Google
U34269,2026-01-01,JP,iOS,Google
U29470,2026-01-01,US,iOS,Meta
U07843,2026-01-01,JP,Android,Google
U28570,2026-01-01,US,iOS,Meta
U08070,2026-01-01,US,iOS,Organic
U28649,2026-01-01,US,Android,TikTok
U06573,2026-01-01,US,Android,Google
U34972,2026-01-01,JP,iOS,Google
U34949,2026-01-01,JP,iOS,Organic
U28739,2026-01-01,US,iOS,Google
U28752,2026-01-01,JP,iOS,Meta
U34882,2026-01-01,US,iOS,Google
U34844,2026-01-01,US,iOS,TikTok
U08030,2026-01-01,JP,Android,TikTok
U34829,2026-01-01,US,Android,Meta
U28917,2026-01-01,US,Android,TikTok
U33559,2026-01-01,JP,Android,Google
U34790,2026-01-01,US,iOS,Meta
U34735,2026-01-01,US,iOS,Meta
U34667,2026-01-01,JP,Android,Google
U34519,2026-01-01,JP,iOS,Organic
U34464,2026-01-01,US,Android,Organic
U29208,2026-01-01,JP,iOS,Organic
U01467,2026-01-01,JP,iOS,TikTok
U07875,2026-01-01,JP,iOS,Google
U34357,2026-01-01,US,Android,TikTok
U29318,2026-01-01,US,iOS,Google
U29321,2026-01-01,US,iOS,Meta
U29334,2026-01-01,JP,Android,Organic
U34293,2026-01-01,US,iOS,TikTok
U07852,2026-01-01,JP,iOS,Google
U34787,2026-01-01,JP,Android,TikTok
U28544,2026-01-01,JP,Android,Organic
U06826,2026-01-01,JP,Android,TikTok
U33516,2026-01-01,US,iOS,Meta
U32774,2026-01-01,US,iOS,TikTok
U31058,2026-01-01,JP,iOS,Google
U32764,2026-01-01,US,iOS,Google
U07348,2026-01-01,JP,iOS,Meta
U32751,2026-01-01,JP,Android,Organic
U32746,2026-01-01,US,iOS,Google
U31138,2026-01-01,US,Android,Google
U31154,2026-01-01,US,iOS,Google
U07318,2026-01-01,US,Android,Google
U07272,2026-01-01,JP,Android,TikTok
U32692,2026-01-01,JP,iOS,TikTok
U32671,2026-01-01,JP,iOS,Meta
U31275,2026-01-01,JP,Android,Organic
U32559,2026-01-01,US,Android,TikTok
U07254,2026-01-01,US,Android,Meta
U32415,2026-01-01,US,Android,TikTok
U07226,2026-01-01,JP,iOS,Organic
U07223,2026-01-01,JP,iOS,Google
U07074,2026-01-01,JP,iOS,TikTok
U31616,2026-01-01,JP,iOS,TikTok
U31670,2026-01-01,US,iOS,TikTok
U31705,2026-01-01,US,iOS,Organic
U31846,2026-01-01,JP,iOS,Google
U31850,2026-01-01,US,iOS,TikTok
U31862,2026-01-01,JP,Android,Google
U32065,2026-01-01,US,Android,TikTok
U31864,2026-01-01,US,Android,Meta
U31017,2026-01-01,US,iOS,Meta
U07014,2026-01-01,JP,Android,Organic
U07385,2026-01-01,US,Android,Meta
U11800,2026-01-01,JP,iOS,Meta
U33466,2026-01-01,US,iOS,Google
U30267,2026-01-01,JP,Android,Google
U30296,2026-01-01,JP,iOS,Google
U30329,2026-01-01,US,iOS,Organic
U07675,2026-01-01,JP,Android,Organic
U03047,2026-01-01,US,iOS,Organic
U07633,2026-01-01,US,iOS,Organic
U30445,2026-01-01,JP,iOS,TikTok
U30449,2026-01-01,JP,Android,Meta
U33240,2026-01-01,JP,Android,Organic
U30494,2026-01-01,JP,iOS,Google
U01381,2026-01-01,US,iOS,Organic
U30529,2026-01-01,JP,iOS,TikTok
U33545,2026-01-01,JP,Android,TikTok
U30560,2026-01-01,JP,iOS,Organic
U06950,2026-01-01,JP,iOS,Organic
U30561,2026-01-01,JP,iOS,Meta
U30564,2026-01-01,JP,iOS,Organic
U30602,2026-01-01,JP,Android,Organic
U30653,2026-01-01,US,iOS,Organic
U33053,2026-01-01,JP,Android,Organic
U07460,2026-01-01,US,iOS,Google
U01216,2026-01-01,US,iOS,TikTok
U07435,2026-01-01,US,Android,Organic
U30877,2026-01-01,JP,Android,Google
U32970,2026-01-01,JP,Android,Organic
U30886,2026-01-01,JP,Android,Google
U30910,2026-01-01,JP,iOS,Organic
U33175,2026-01-01,JP,Android,Organic
U24898,2026-01-01,US,iOS,Google
U08071,2026-01-01,JP,iOS,Organic
U35156,2026-01-01,JP,Android,Google
U37009,2026-01-01,US,Android,Meta
U36982,2026-01-01,JP,iOS,TikTok
U25956,2026-01-01,JP,iOS,TikTok
U08691,2026-01-01,US,Android,Google
U25995,2026-01-01,US,iOS,Meta
U36930,2026-01-01,JP,Android,TikTok
U01661,2026-01-01,JP,Android,Organic
U36862,2026-01-01,US,iOS,Google
U26103,2026-01-01,JP,Android,Organic
U26127,2026-01-01,US,Android,TikTok
U36822,2026-01-01,JP,iOS,TikTok
U36768,2026-01-01,JP,iOS,Google
U08647,2026-01-01,US,Android,TikTok
U06185,2026-01-01,JP,iOS,Organic
U36690,2026-01-01,JP,Android,Meta
U26271,2026-01-01,JP,Android,Google
U26315,2026-01-01,JP,Android,Organic
U36646,2026-01-01,JP,Android,Organic
U26321,2026-01-01,US,iOS,TikTok
U36625,2026-01-01,JP,iOS,Organic
U06204,2026-01-01,US,Android,Meta
U03098,2026-01-01,JP,Android,Meta
U36490,2026-01-01,US,iOS,TikTok
U26444,2026-01-01,JP,Android,Organic
U36456,2026-01-01,US,Android,Organic
U36452,2026-01-01,JP,iOS,Meta
U36451,2026-01-01,JP,Android,Meta
U37019,2026-01-01,JP,iOS,TikTok
U08789,2026-01-01,US,Android,Google
U08792,2026-01-01,JP,Android,Meta
U37217,2026-01-01,US,Android,Meta
U24901,2026-01-01,US,iOS,TikTok
U24912,2026-01-01,US,iOS,TikTok
U24928,2026-01-01,US,iOS,TikTok
U05972,2026-01-01,JP,Android,Google
U05974,2026-01-01,JP,Android,Meta
U24979,2026-01-01,US,Android,TikTok
U08898,2026-01-01,JP,iOS,Meta
U25026,2026-01-01,JP,Android,Google
U37519,2026-01-01,US,iOS,Organic
U37487,2026-01-01,US,Android,Organic
U25097,2026-01-01,US,Android,Organic
U25102,2026-01-01,JP,iOS,Google
U25140,2026-01-01,US,iOS,TikTok
U01636,2026-01-01,JP,iOS,Organic
U37400,2026-01-01,US,Android,Organic
U37396,2026-01-01,JP,Android,TikTok
U37384,2026-01-01,JP,Android,TikTok
U37373,2026-01-01,US,Android,TikTok
U25174,2026-01-01,JP,Android,Organic
U25189,2026-01-01,JP,iOS,Google
U25214,2026-01-01,JP,Android,TikTok
U08877,2026-01-01,US,iOS,Organic
U37341,2026-01-01,US,Android,Google
U06032,2026-01-01,US,iOS,Organic
U01712,2026-01-01,JP,iOS,TikTok
U37308,2026-01-01,JP,Android,Google
U25254,2026-01-01,US,Android,Meta
U01708,2026-01-01,JP,iOS,TikTok
U00898,2026-01-01,US,iOS,Organic
U35099,2026-01-01,US,iOS,Google
U26452,2026-01-01,US,iOS,Google
U26596,2026-01-01,JP,iOS,Google
U27640,2026-01-01,US,iOS,Organic
U06446,2026-01-01,US,iOS,TikTok
U08259,2026-01-01,JP,Android,Google
U27728,2026-01-01,US,Android,Organic
U08249,2026-01-01,JP,iOS,Organic
U08206,2026-01-01,JP,iOS,Meta
U08164,2026-01-01,JP,Android,Meta
U35459,2026-01-01,US,Android,Meta
U27964,2026-01-01,US,Android,Google
U35367,2026-01-01,JP,Android,Meta
U35356,2026-01-01,US,Android,TikTok
U28090,2026-01-01,JP,Android,TikTok
U35341,2026-01-01,US,iOS,Meta
U35338,2026-01-01,US,Android,Organic
U35332,2026-01-01,US,Android,TikTok
U28131,2026-01-01,JP,Android,Meta
U28168,2026-01-01,US,iOS,TikTok
U28195,2026-01-01,JP,iOS,Organic
U35294,2026-01-01,US,Android,Meta
U28219,2026-01-01,US,iOS,Meta
U35257,2026-01-01,US,Android,TikTok
U28221,2026-01-01,JP,iOS,Google
U35248,2026-01-01,JP,Android,Organic
U28240,2026-01-01,JP,Android,Meta
U35226,2026-01-01,US,iOS,Organic
U35206,2026-01-01,US,iOS,Meta
U08076,2026-01-01,US,iOS,TikTok
U27488,2026-01-01,JP,Android,TikTok
U35714,2026-01-01,US,Android,Meta
U06444,2026-01-01,US,iOS,Organic
U06443,2026-01-01,JP,Android,TikTok
U26647,2026-01-01,US,Android,TikTok
U26712,2026-01-01,US,iOS,Meta
U08545,2026-01-01,US,iOS,Google
U26758,2026-01-01,JP,Android,Meta
U36323,2026-01-01,US,Android,Meta
U06270,2026-01-01,US,Android,TikTok
U26912,2026-01-01,JP,iOS,Meta
U36203,2026-01-01,JP,iOS,TikTok
U36127,2026-01-01,US,iOS,Google
U01605,2026-01-01,JP,iOS,TikTok
U36113,2026-01-01,JP,Android,Google
U08485,2026-01-01,US,Android,TikTok
U36106,2026-01-01,JP,iOS,TikTok
U06205,2026-01-01,US,Android,Meta
U36084,2026-01-01,JP,iOS,Meta
U06382,2026-01-01,JP,iOS,Organic
U27148,2026-01-01,US,iOS,Meta
U27168,2026-01-01,JP,iOS,Organic
U27222,2026-01-01,US,Android,TikTok
U27284,2026-01-01,US,iOS,TikTok
U01006,2026-01-01,US,Android,TikTok
U06399,2026-01-01,JP,Android,Google
U27313,2026-01-01,US,Android,Organic
U35963,2026-01-01,JP,iOS,Organic
U01012,2026-01-01,US,iOS,Meta
U27316,2026-01-01,JP,Android,Organic
U27327,2026-01-01,US,Android,TikTok
U35845,2026-01-01,JP,iOS,Organic
U08468,2026-01-01,US,Android,Meta
U43012,2026-01-01,US,iOS,Meta
U31885,2026-01-01,JP,iOS,Organic
U43023,2026-01-01,US,iOS,Meta
U46830,2026-01-01,US,Android,TikTok
U14877,2026-01-01,US,Android,Organic
U14892,2026-01-01,JP,Android,Google
U14914,2026-01-01,JP,Android,Organic
U46751,2026-01-01,JP,iOS,Organic
U14985,2026-01-01,JP,iOS,Meta
U15004,2026-01-01,US,Android,Google
U15011,2026-01-01,JP,Android,Google
U15072,2026-01-01,JP,iOS,TikTok
U46603,2026-01-01,US,Android,Meta
U11290,2026-01-01,JP,iOS,Organic
U14830,2026-01-01,US,iOS,TikTok
U15155,2026-01-01,US,iOS,TikTok
U46538,2026-01-01,US,Android,Meta
U04146,2026-01-01,JP,Android,Google
U46463,2026-01-01,JP,iOS,Organic
U46434,2026-01-01,US,iOS,Meta
U15350,2026-01-01,JP,iOS,Organic
U15362,2026-01-01,US,iOS,Google
U15376,2026-01-01,US,Android,TikTok
U46371,2026-01-01,JP,iOS,Organic
U11241,2026-01-01,US,iOS,TikTok
U46358,2026-01-01,US,Android,TikTok
U46334,2026-01-01,JP,iOS,TikTok
U43013,2026-01-01,US,Android,TikTok
U46848,2026-01-01,US,iOS,TikTok
U14820,2026-01-01,US,iOS,Google
U46914,2026-01-01,JP,iOS,TikTok
U14363,2026-01-01,JP,iOS,Organic
U47417,2026-01-01,US,iOS,Meta
U47415,2026-01-01,US,iOS,TikTok
U03882,2026-01-01,US,Android,Organic
U11383,2026-01-01,JP,Android,Meta
U14532,2026-01-01,US,iOS,Meta
U47339,2026-01-01,JP,iOS,Organic
U14560,2026-01-01,US,iOS,TikTok
U14575,2026-01-01,JP,iOS,Google
U47242,2026-01-01,JP,Android,TikTok
U47197,2026-01-01,US,Android,TikTok
U14671,2026-01-01,JP,Android,Organic
U03979,2026-01-01,US,iOS,Meta
U04001,2026-01-01,US,Android,Organic
U47099,2026-01-01,US,Android,Google
U47097,2026-01-01,US,iOS,Meta
U47087,2026-01-01,JP,iOS,TikTok
U47080,2026-01-01,JP,Android,Organic
U47045,2026-01-01,US,iOS,Organic
U47033,2026-01-01,US,Android,TikTok
U47032,2026-01-01,US,Android,Google
U14757,2026-01-01,US,Android,Organic
U04012,2026-01-01,JP,iOS,Organic
U14783,2026-01-01,US,Android,Meta
U04020,2026-01-01,JP,iOS,Organic
U15494,2026-01-01,JP,iOS,Organic
U00264,2026-01-01,JP,iOS,Google
U46309,2026-01-01,JP,Android,TikTok
U46287,2026-01-01,JP,iOS,Google
U45699,2026-01-01,JP,iOS,Google
U16364,2026-01-01,US,Android,TikTok
U16369,2026-01-01,JP,Android,TikTok
U04349,2026-01-01,US,iOS,Organic
U16405,2026-01-01,US,iOS,Organic
U16436,2026-01-01,US,iOS,Meta
U16463,2026-01-01,JP,iOS,TikTok
U16478,2026-01-01,US,iOS,Organic
U16482,2026-01-01,US,iOS,Google
U11031,2026-01-01,JP,Android,Google
U16563,2026-01-01,US,Android,Meta
U02341,2026-01-01,JP,iOS,Organic
U16605,2026-01-01,JP,iOS,Google
U16606,2026-01-01,JP,iOS,Google
U16679,2026-01-01,JP,Android,TikTok
U16714,2026-01-01,JP,iOS,TikTok
U45494,2026-01-01,JP,Android,TikTok
U45461,2026-01-01,JP,iOS,Organic
U45450,2026-01-01,JP,Android,TikTok
U45401,2026-01-01,US,Android,Google
U45399,2026-01-01,US,Android,Google
U16735,2026-01-01,US,iOS,Organic
U45348,2026-01-01,JP,iOS,TikTok
U16755,2026-01-01,JP,iOS,TikTok
U16773,2026-01-01,JP,iOS,TikTok
U45702,2026-01-01,US,Android,Google
U03868,2026-01-01,US,Android,TikTok
U16255,2026-01-01,US,iOS,Meta
U45787,2026-01-01,JP,iOS,Meta
U04233,2026-01-01,US,Android,Meta
U15501,2026-01-01,US,iOS,TikTok
U15528,2026-01-01,US,iOS,TikTok
U46231,2026-01-01,JP,iOS,TikTok
U04234,2026-01-01,JP,iOS,TikTok
U15552,2026-01-01,JP,Android,TikTok
U46137,2026-01-01,US,Android,TikTok
U02409,2026-01-01,US,Android,Organic
U15736,2026-01-01,JP,iOS,Google
U46104,2026-01-01,US,iOS,Google
U15785,2026-01-01,JP,iOS,TikTok
U15795,2026-01-01,US,iOS,TikTok
U46076,2026-01-01,JP,iOS,TikTok
U15823,2026-01-01,US,iOS,Google
U46053,2026-01-01,JP,Android,TikTok
U46040,2026-01-01,JP,iOS,Meta
U15834,2026-01-01,JP,iOS,Organic
U11158,2026-01-01,JP,iOS,TikTok
U15987,2026-01-01,US,iOS,Meta
U16026,2026-01-01,JP,iOS,Google
U16097,2026-01-01,JP,iOS,Organic
U11124,2026-01-01,US,Android,Meta
U45853,2026-01-01,JP,iOS,TikTok
U04287,2026-01-01,US,iOS,Meta
U45818,2026-01-01,US,Android,Organic
U45758,2026-01-01,JP,Android,Meta
U45279,2026-01-01,US,iOS,TikTok
U14358,2026-01-01,US,iOS,Organic
U47544,2026-01-01,JP,iOS,Google
U49306,2026-01-01,US,Android,Meta
U03361,2026-01-01,JP,Android,Organic
U49270,2026-01-01,US,iOS,Meta
U12588,2026-01-01,US,iOS,TikTok
U00051,2026-01-01,JP,iOS,TikTok
U49235,2026-01-01,JP,Android,Meta
U12599,2026-01-01,US,iOS,Meta
U49222,2026-01-01,US,iOS,Google
U12632,2026-01-01,US,iOS,Organic
U12749,2026-01-01,US,Android,Google
U12756,2026-01-01,JP,Android,Meta
U12393,2026-01-01,US,Android,Meta
U00062,2026-01-01,JP,iOS,Meta
U12811,2026-01-01,JP,Android,TikTok
U49025,2026-01-01,US,iOS,Google
U11720,2026-01-01,JP,Android,Google
U48944,2026-01-01,JP,iOS,Google
U12865,2026-01-01,JP,Android,Organic
U48923,2026-01-01,US,Android,TikTok
U12906,2026-01-01,JP,Android,TikTok
U12921,2026-01-01,US,iOS,Meta
U12956,2026-01-01,JP,Android,Organic
U48863,2026-01-01,JP,Android,Organic
U11675,2026-01-01,US,iOS,Meta
U49055,2026-01-01,US,Android,Organic
U49404,2026-01-01,JP,Android,Organic
U49409,2026-01-01,JP,iOS,TikTok
U12364,2026-01-01,JP,iOS,Organic
U11826,2026-01-01,US,iOS,Meta
U03314,2026-01-01,JP,Android,Google
U11919,2026-01-01,US,iOS,TikTok
U11958,2026-01-01,US,Android,Meta
U11976,2026-01-01,US,Android,Google
U11980,2026-01-01,US,Android,TikTok
U03323,2026-01-01,US,Android,Organic
U12032,2026-01-01,US,Android,TikTok
U12061,2026-01-01,US,Android,Meta
U49756,2026-01-01,US,Android,Meta
U12067,2026-01-01,JP,Android,Meta
U12090,2026-01-01,JP,iOS,Google
