date,country,platform,channel,installs,base_cpi,CPI,spend,CVR,clicks,CTR,impressions,D7_revenue,D30_revenue,D7_ROAS_pct,D30_ROAS_pct
2026-01-04,US,Android,Google,31,1.1,1.0612135585244231,32.9,0.1749374818282566,177,0.019379815532251207,9133,0.0,50.980000000000004,0.0,154.95440729483286
2026-01-04,US,Android,Meta,44,0.95,0.8915289878738181,39.23,0.12352562953549447,356,0.011210479675715562,31756,14.99,32.96,38.21055314810094,84.01733367320928
2026-01-04,US,Android,TikTok,62,1.35,1.288435211758481,79.88,0.13036498203268046,476,0.0157340396102468,30253,0.0,0.0,0.0,0.0
2026-01-04,US,iOS,Google,45,1.1,1.3235497464218988,59.56,0.17723286455799447,254,0.019455385632504162,13056,32.98,47.96,55.37273337810611,80.52384150436535
2026-01-04,US,iOS,Meta,71,0.95,1.1427345541518747,81.13,0.09844127517721168,721,0.013009527322055143,55421,14.99,70.96000000000001,18.476519166769386,87.46456304696169
2026-01-04,US,iOS,TikTok,80,1.35,1.5906956529619434,127.26,0.1417649106247544,564,0.014080505775830785,40055,29.99,85.92,23.565928021373566,67.51532296086752
2026-01-05,JP,Android,Google,35,1.1,1.1229990414077917,39.3,0.1661270739208891,211,0.01867064579379592,11301,94.96000000000001,109.95,241.6284987277354,279.7709923664122
2026-01-05,JP,Android,Meta,29,0.95,0.9503910020834818,27.56,0.1244602238723181,233,0.013540465861370686,17208,0.0,64.98,0.0,235.77648766328014
2026-01-05,JP,Android,TikTok,38,1.35,1.4906051444754447,56.64,0.15185730444996157,250,0.016558968015322865,15098,69.97,85.92,123.534604519774,151.6949152542373
2026-01-05,JP,iOS,Google,68,1.1,1.382839749299345,94.03,0.19628595414550817,346,0.019716335590068596,17549,31.94,39.92,33.967882590662555,42.45453578645114
2026-01-05,JP,iOS,Meta,36,0.95,1.1045050405222532,39.76,0.11386560842998633,316,0.013564179474736543,23297,5.99,6.98,15.065392354124748,17.55533199195171
2026-01-05,JP,iOS,TikTok,73,1.35,1.5886211355510889,115.97,0.12837213726773497,569,0.014882023942276883,38234,99.99,120.94999999999999,86.22057428645338,104.29421402086744
2026-01-05,US,Android,Google,46,1.1,0.9466671303398124,43.55,0.2133705319876783,216,0.02067926524020007,10445,10.98,45.96,25.21239954075775,105.53386911595868
2026-01-05,US,Android,Meta,61,0.95,0.8363524007472629,51.02,0.12019225564896975,508,0.015569493221451652,32628,0.0,0.0,0.0,0.0
2026-01-05,US,Android,TikTok,64,1.35,1.2590616738701166,80.58,0.15728489485123762,407,0.01589128784393512,25612,111.97,217.95,138.95507570116655,270.4765450483991
2026-01-05,US,iOS,Google,39,1.1,1.081717196539327,42.19,0.20140889635207815,194,0.021879405784524512,8867,29.98,34.97,71.05949277079877,82.88694003318322
2026-01-05,US,iOS,Meta,68,0.95,0.9703161695261194,65.98,0.10911040087900777,623,0.012016334603454453,51846,7.98,54.93,12.094574113367687,83.2525007578054
2026-01-05,US,iOS,TikTok,76,1.35,1.4102148133292052,107.18,0.13667279592066392,556,0.015582511394351049,35681,128.95,139.93,120.31162530322818,130.55607389438327
2026-01-06,JP,Android,Google,46,1.1,1.0653919803805325,49.01,0.172988508806021,266,0.018404468266046504,14453,0.0,12.98,0.0,26.484390940624365
2026-01-06,JP,Android,Meta,20,0.95,0.9020747445524491,18.04,0.10197208982139393,196,0.013325995685665783,14708,0.0,0.0,0.0,0.0
2026-01-06,JP,Android,TikTok,49,1.35,1.400327733659745,68.62,0.1286377794823013,381,0.01561952725748745,24393,0.0,57.96,0.0,84.46517050422617
2026-01-06,JP,iOS,Google,79,1.1,1.2042246862700035,95.13,0.20367883077619092,388,0.019255697765913803,20150,15.98,107.94,16.79806580468832,113.46578366445917
2026-01-06,JP,iOS,Meta,36,0.95,1.2010487186008143,43.24,0.1133096864243946,318,0.013275432149414877,23954,52.959999999999994,83.91,122.4791859389454,194.0564292321924
2026-01-06,JP,iOS,TikTok,53,1.35,1.6197617847009758,85.85,0.14235119778956407,372,0.015124079080700615,24597,20.98,32.96,24.437973209085616,38.39254513686663
2026-01-06,US,Android,Google,29,1.1,1.1396178197217843,33.05,0.17998162396718656,161,0.020837061998238836,7727,59.98,70.96,181.48260211800303,214.7049924357035
2026-01-06,US,Android,Meta,45,0.95,0.9571095062230865,43.07,0.1257319890585096,358,0.012233435531718864,29264,14.99,14.99,34.80380775481774,34.80380775481774
2026-01-06,US,Android,TikTok,62,1.35,1.2670449726903557,78.56,0.1290437131171317,480,0.015654649982628936,30662,8.98,8.98,11.430753564154786,11.430753564154786
2026-01-06,US,iOS,Google,40,1.1,1.0606341936825319,42.43,0.14482553732848355,276,0.017975864642912953,15354,31.97,31.97,75.34763139288239,75.34763139288239
2026-01-06,US,iOS,Meta,69,0.95,0.9910490746957035,68.38,0.11987810801527425,576,0.011636666749390944,49499,32.98,34.97,48.23047674758701,51.14068441064639
2026-01-06,US,iOS,TikTok,67,1.35,1.438395446566414,96.37,0.133432820775024,502,0.018409609797094113,27268,120.96,232.85,125.51623949361834,241.620836359863
2026-01-07,JP,Android,Google,45,1.1,1.0729268460207981,48.28,0.19263148770648944,234,0.01870252212041309,12512,24.979999999999997,60.96,51.739850869925434,126.26346313173156
2026-01-07,JP,Android,Meta,22,0.95,1.0266404887958158,22.59,0.11840717531425272,186,0.014824381697176486,12547,14.99,164.97,66.356795042054,730.2788844621514
2026-01-07,JP,Android,TikTok,31,1.35,1.3164471267859919,40.81,0.14939904854605673,207,0.016685538919493398,12406,14.98,14.98,36.706689536878216,36.706689536878216
2026-01-07,JP,iOS,Google,75,1.1,1.4664021569470151,109.98,0.1932431321541785,388,0.01939597818342794,20004,24.97,58.93,22.704128023276958,53.582469539916346
2026-01-07,JP,iOS,Meta,43,0.95,0.9874929114172775,42.46,0.10963852134622863,392,0.0124586502913476,31464,26.96,49.93,63.495054168629295,117.59302873292509
2026-01-07,JP,iOS,TikTok,71,1.35,1.5984977640008189,113.49,0.12967798328758537,548,0.015314086214138229,35784,11.97,44.92,10.5471847739889,39.580579786765355
2026-01-07,US,Android,Google,29,1.1,0.9577085980866388,27.77,0.19865209659528002,146,0.021099984347588495,6919,0.0,12.98,0.0,46.74108750450126
2026-01-07,US,Android,Meta,63,0.95,0.9263029837418156,58.36,0.10094081755467421,624,0.012634600170856415,49388,5.99,10.98,10.263879369431116,18.814256339958877
2026-01-07,US,Android,TikTok,50,1.35,1.2991570984804905,64.96,0.1392563288728173,359,0.016574523585523186,21660,15.98,30.96,24.599753694581285,47.660098522167495
2026-01-07,US,iOS,Google,41,1.1,1.1432113485843183,46.87,0.18955725626408204,216,0.01794597677303876,12036,0.0,7.98,0.0,17.025816087049286
2026-01-07,US,iOS,Meta,64,0.95,1.0181392402624478,65.16,0.11075018202706416,578,0.011713481009498483,49345,44.96,49.95,68.99938612645795,76.65745856353593
2026-01-07,US,iOS,TikTok,71,1.35,1.4525538156128697,103.13,0.15150323812188093,469,0.013195546033515426,35542,0.99,6.98,0.9599534568020944,6.768156695432949
2026-01-08,JP,Android,Google,33,1.1,1.0989957774116093,36.27,0.19645002834660835,168,0.02120208322712553,7924,6.98,6.98,19.244554728425694,19.244554728425694
2026-01-08,JP,Android,Meta,16,0.95,1.048923740247096,16.78,0.13308856436620572,120,0.012554822729907667,9558,2.98,2.98,17.759237187127532,17.759237187127532
2026-01-08,JP,Android,TikTok,45,1.35,1.393159420123225,62.69,0.14983637333366512,300,0.014247934785195118,21056,73.93,111.88,117.92949433721489,178.46546498644122
2026-01-08,JP,iOS,Google,73,1.1,1.4478150439866748,105.69,0.19969340137702243,366,0.020112787963789187,18197,17.97,128.87,17.002554640931024,121.9320654745009
2026-01-08,JP,iOS,Meta,38,0.95,1.0716148234027758,40.72,0.12812328978232204,297,0.013347488506182115,22251,49.98,56.959999999999994,122.74066797642436,139.8821218074656
2026-01-08,JP,iOS,TikTok,62,1.35,1.435348822693766,88.99,0.13727666961414042,452,0.013860541327742879,32611,28.96,34.94,32.54298235756827,39.262838521182154
2026-01-08,US,Android,Google,44,1.1,1.0808760977800136,47.56,0.19050744899667285,231,0.019272004866349935,11986,22.979999999999997,28.97,48.31791421362489,60.91253153910849
2026-01-08,US,Android,Meta,52,0.95,0.8455133058603187,43.97,0.11482842533090275,453,0.012294916665332934,36844,0.0,49.98,0.0,113.66841027973618
2026-01-08,US,Android,TikTok,63,1.35,1.2195406730825402,76.83,0.17566730217137833,359,0.018780849019544073,19115,0.0,29.979999999999997,0.0,39.021215670961865
2026-01-08,US,iOS,Google,39,1.1,1.104811022667654,43.09,0.1723467875402364,226,0.018701690162559622,12084,0.0,5.98,0.0,13.87792991413321
2026-01-08,US,iOS,Meta,69,0.95,1.1033894618854472,76.13,0.10015011740811292,689,0.012948225554327418,53212,12.97,20.950000000000003,17.036647839222386,27.518717982398535
2026-01-08,US,iOS,TikTok,82,1.35,1.539044834735153,126.2,0.14897322001847726,550,0.014586569892963835,37706,4.99,46.94,3.954041204437401,37.19492868462757
2026-01-09,JP,Android,Google,55,1.1,1.111697643439016,61.14,0.16150179286045677,341,0.020410347396511954,16707,14.99,14.99,24.517500817795224,24.517500817795224
2026-01-09,JP,Android,Meta,32,0.95,0.9533388896701884,30.51,0.1257059065637176,255,0.010684192966940967,23867,29.99,104.94999999999999,98.29564077351687,343.98557849885276
2026-01-09,JP,Android,TikTok,46,1.35,1.1612700000000002,53.42,0.14699069028220565,313,0.015105810873273793,20721,0.99,58.95,1.8532384874578807,110.35192811681019
2026-01-09,JP,iOS,Google,67,1.1,1.3830066789817619,92.66,0.16721323985160955,401,0.018847981649379175,21275,29.959999999999997,93.87,32.3332613857112,101.30584934167928
2026-01-09,JP,iOS,Meta,46,0.95,1.1278489452058322,51.88,0.12470101424417826,369,0.01390094249893395,26545,46.95,170.9,90.49730146491905,329.414032382421
2026-01-09,JP,iOS,TikTok,55,1.35,1.5920321818331846,87.56,0.13562583742249706,406,0.01690364901264388,24018,19.99,157.93,22.83005938784833,180.3677478300594
2026-01-09,US,Android,Google,41,1.1,1.059525577617451,43.44,0.20015877959808603,205,0.020062901735051795,10218,9.98,71.91,22.97421731123389,165.53867403314916
2026-01-09,US,Android,Meta,74,0.95,0.9162787688121604,67.8,0.13138570810203312,563,0.014000877401464995,40212,19.99,20.979999999999997,29.48377581120944,30.94395280235988
2026-01-09,US,Android,TikTok,67,1.35,1.2518905969152487,83.88,0.15151642922805267,442,0.015160042045611347,29156,26.96,31.950000000000003,32.141154029566046,38.09012875536481
2026-01-09,US,iOS,Google,45,1.1,1.216315340537025,54.73,0.17403422184998152,259,0.01881524295277697,13765,50.96,285.90999999999997,93.11163895486936,522.4008770327059
2026-01-09,US,iOS,Meta,75,0.95,0.9586378491779147,71.9,0.12988639984469377,577,0.014371738132584402,40148,29.96,58.92,41.668984700973574,81.9471488178025
2026-01-09,US,iOS,TikTok,69,1.35,1.6055876826335485,110.79,0.13847512655998698,498,0.01690444149213701,29460,24.98,42.95,22.54716129614586,38.767036736167526
2026-01-10,JP,Android,Google,50,1.1,1.2039020669754579,60.2,0.1803611314216977,277,0.017101226922805655,16198,0.0,29.99,0.0,49.8172757475083
2026-01-10,JP,Android,Meta,31,0.95,1.1056099999999998,34.27,0.13679949751223228,227,0.01443920857244635,15721,0.0,101.97999999999999,0.0,297.5780566092792
2026-01-10,JP,Android,TikTok,35,1.35,1.4266681300185409,49.93,0.1425030256019816,246,0.015387945823507875,15987,4.99,7.98,9.993991588223514,15.982375325455639
2026-01-10,JP,iOS,Google,56,1.1,1.2844167645396218,71.93,0.19389355645240924,289,0.017810970798811644,16226,19.99,34.98,27.790907827054074,48.63061309606561
2026-01-10,JP,iOS,Meta,48,0.95,1.1488370601742857,55.14,0.1105813180441817,434,0.013656467669571785,31780,5.98,30.96,10.845121508886471,56.14798694232862
2026-01-10,JP,iOS,TikTok,70,1.35,1.6410492875579326,114.87,0.12556127818666044,557,0.014064129676188683,39604,25.979999999999997,158.93,22.61687124575607,138.35640289022373
2026-01-10,US,Android,Google,34,1.1,0.9999878688658431,34.0,0.18673891658513353,182,0.021103421428055512,8624,0.0,0.0,0.0,0.0
2026-01-10,US,Android,Meta,55,0.95,0.8923868025454663,49.08,0.11689349968791685,471,0.01266891937208644,37178,1.99,41.97,4.054604726976365,85.51344743276283
2026-01-10,US,Android,TikTok,50,1.35,1.20740496545037,60.37,0.1215088486651094,411,0.014723599273481611,27914,24.96,24.96,41.34503892661919,41.34503892661919
2026-01-10,US,iOS,Google,45,1.1,1.251803212012234,56.33,0.18301138345488976,246,0.019706213448910773,12483,105.97999999999999,166.94,188.14131013669447,296.3607314042251
2026-01-10,US,iOS,Meta,64,0.95,1.034475658567086,66.21,0.12972333748384518,493,0.011323691386624181,43537,0.0,19.99,0.0,30.191813925388917
2026-01-10,US,iOS,TikTok,62,1.35,1.4147163521951598,87.71,0.16524792093240698,375,0.013815990389801918,27142,129.98,134.97,148.19290844829553,153.8821115038194
2026-01-11,JP,Android,Google,33,1.1,1.024294005788656,33.8,0.17197821341655434,192,0.01735048214037093,11066,24.98,24.98,73.90532544378698,73.90532544378698
2026-01-11,JP,Android,Meta,33,0.95,0.9759280536255587,32.21,0.12102739701288168,273,0.013140424442115044,20776,9.99,21.96,31.015212666873644,68.17758460105557
2026-01-11,JP,Android,TikTok,43,1.35,1.4419387774700116,62.0,0.1361936511551546,316,0.014936807812536174,21156,0.0,10.98,0.0,17.70967741935484
2026-01-11,JP,iOS,Google,57,1.1,1.1423969221721921,65.12,0.17041843092883607,334,0.020291984187850384,16460,1.99,43.949999999999996,3.0558968058968055,67.49078624078622
2026-01-11,JP,iOS,Meta,31,0.95,1.036399904595951,32.13,0.13449130520136265,230,0.013451738439097269,17098,0.0,18.97,0.0,59.041394335511974
2026-01-11,JP,iOS,TikTok,65,1.35,1.6027558613682296,104.18,0.15016265097628048,433,0.016711296054739134,25911,4.99,49.96,4.789786907275868,47.955461700902276
2026-01-11,US,Android,Google,43,1.1,1.0482700917080776,45.08,0.16126100430184714,267,0.017699803045606307,15085,2.98,2.98,6.6104702750665485,6.6104702750665485
2026-01-11,US,Android,Meta,51,0.95,0.9527214167457617,48.59,0.11634396219824308,438,0.013584984038574442,32241,2.99,33.97,6.153529532825684,69.91150442477876
2026-01-11,US,Android,TikTok,50,1.35,1.2203949160041383,61.02,0.1416068584662924,353,0.01568474441380275,22506,0.0,58.97,0.0,96.64044575549
2026-01-11,US,iOS,Google,54,1.1,1.1540936177976415,62.32,0.19189452363629148,281,0.023365126392518067,12026,134.97,154.95999999999998,216.5757381258023,248.65211810012835
2026-01-11,US,iOS,Meta,87,0.95,1.0743822611224545,93.47,0.11840371636760215,735,0.012998110590473767,56547,9.99,56.93,10.687921258157699,60.907242965657424
2026-01-11,US,iOS,TikTok,70,1.35,1.5284188887300494,106.99,0.13908873374692327,503,0.015157747987408024,33184,19.99,19.99,18.68398915786522,18.68398915786522
2026-01-12,JP,Android,Google,43,1.1,1.1737001213823361,50.47,0.18424368085703877,233,0.018509735864456093,12588,20.97,25.96,41.549435308103824,51.436496928868635
2026-01-12,JP,Android,Meta,23,0.95,0.8314327796231528,19.12,0.11352232830402983,203,0.012402998437392773,16367,0.0,4.99,0.0,26.098326359832637
2026-01-12,JP,Android,TikTok,35,1.35,1.3820190376349188,48.37,0.1324503579534225,264,0.01448643628610265,18224,29.97,114.94,61.959892495348356,237.62662807525325
2026-01-12,JP,iOS,Google,64,1.1,1.365703071778116,87.4,0.19808680860045694,323,0.01722917196310048,18747,29.97,142.93,34.29061784897025,163.53546910755148
2026-01-12,JP,iOS,Meta,40,0.95,0.970286956482089,38.81,0.13758170795425445,291,0.012708035333172697,22899,2.99,14.96,7.70419994846689,38.546766297346046
2026-01-12,JP,iOS,TikTok,70,1.35,1.650285411287726,115.52,0.12899917795505406,543,0.013946485264191602,38935,60.97,79.92,52.77873961218836,69.18282548476455
2026-01-12,US,Android,Google,35,1.1,1.0193797121248989,35.68,0.16209086598334144,216,0.02056080459381732,10505,0.0,0.0,0.0,0.0
2026-01-12,US,Android,Meta,48,0.95,0.9530562831831181,45.75,0.10472321695725648,458,0.011613751842152065,39436,99.99,101.97999999999999,218.5573770491803,222.90710382513657
2026-01-12,US,Android,TikTok,67,1.35,1.1544411341152747,77.35,0.15017384331797132,446,0.015560068486252812,28663,141.92,172.89,183.47769877181642,223.51648351648353
2026-01-12,US,iOS,Google,45,1.1,1.1367398183781803,51.15,0.2306314595133225,195,0.02116647546055817,9213,0.0,3.9800000000000004,0.0,7.781036168132943
2026-01-12,US,iOS,Meta,66,0.95,1.0901010691579869,71.95,0.11684465591164618,565,0.012342531259659706,45777,31.96,40.93,44.41973592772759,56.88672689367616
2026-01-12,US,iOS,TikTok,66,1.35,1.452284245198152,95.85,0.14118209149424987,467,0.015553139264951553,30026,73.92999999999999,172.85,77.13093375065205,180.3338549817423
2026-01-13,JP,Android,Google,48,1.1,1.238913953966729,59.47,0.18240596206478205,263,0.02032165429055389,12942,59.92,62.91,100.7566840423743,105.78442912392802
2026-01-13,JP,Android,Meta,18,0.95,0.9789146795371297,17.62,0.11583843282458353,155,0.016010702891620467,9681,0.0,0.0,0.0,0.0
2026-01-13,JP,Android,TikTok,27,1.35,1.2939453672538446,34.94,0.13270733200568097,203,0.017157416813948813,11832,12.98,27.96,37.149398969662286,80.02289639381797
2026-01-13,JP,iOS,Google,64,1.1,1.330123345247708,85.13,0.15946767835772072,401,0.020242093187211388,19810,46.94,91.89999999999999,55.13919887231293,107.95254316927053
2026-01-13,JP,iOS,Meta,35,0.95,1.1049162000550674,38.67,0.11981697847000601,292,0.012107411028559103,24117,0.0,12.98,0.0,33.56607189035428
2026-01-13,JP,iOS,TikTok,60,1.35,1.4621181093862519,87.73,0.1230859490573998,487,0.01447966279840282,33633,61.96000000000001,64.95,70.62578365439417,74.03396785592157
2026-01-13,US,Android,Google,34,1.1,1.121246408453705,38.12,0.18254181191185057,186,0.018165749692765475,10239,1.99,52.970000000000006,5.220356768100735,138.95592864637987
2026-01-13,US,Android,Meta,49,0.95,0.991468829417169,48.58,0.1130846306717826,433,0.01186221123366017,36502,0.0,0.0,0.0,0.0
2026-01-13,US,Android,TikTok,62,1.35,1.2505417260161973,77.53,0.1217745824686455,509,0.01537456999719774,33107,40.97,80.95,52.84406036373017,104.41119566619372
2026-01-13,US,iOS,Google,42,1.1,1.2167133097876455,51.1,0.17346432373047774,242,0.018474281492480937,13099,20.98,40.97,41.05675146771037,80.17612524461839
2026-01-13,US,iOS,Meta,70,0.95,1.0486549953521072,73.41,0.10865192384368257,644,0.01198979017245238,53712,14.950000000000001,59.91,20.36507287835445,81.61013485901103
2026-01-13,US,iOS,TikTok,77,1.35,1.3997566265724626,107.78,0.13381233568502582,575,0.015395454914312203,37349,24.98,70.94,23.17684171460382,65.81926145852663
2026-01-14,JP,Android,Google,39,1.1,1.0898833295694237,42.51,0.2013579698231657,194,0.01775530444003036,10926,2.99,7.98,7.0336391437308885,18.772053634438958
2026-01-14,JP,Android,Meta,34,0.95,0.8547671730804309,29.06,0.11893473337379107,286,0.013739938114633083,20815,9.98,29.97,34.34273916035788,103.13145216792843
2026-01-14,JP,Android,TikTok,47,1.35,1.2407618168428654,58.32,0.13651029148104876,344,0.0160209746949901,21472,2.99,32.98,5.126886145404664,56.55006858710562
2026-01-14,JP,iOS,Google,62,1.1,1.2789260281334904,79.29,0.17246744008713372,359,0.01978869591779703,18142,11.98,18.96,15.109093202169252,23.91222096102913
2026-01-14,JP,iOS,Meta,34,0.95,1.1849888055122224,40.29,0.12138430180082782,280,0.012288406761091778,22786,51.980000000000004,52.97,129.01464383221645,131.47182923802433
2026-01-14,JP,iOS,TikTok,67,1.35,1.5818049503850726,105.98,0.14621982561860178,458,0.017931141132388712,25542,40.96,109.9,38.648801660690694,103.69881109643329
2026-01-14,US,Android,Google,43,1.1,0.8788794496407653,37.79,0.14697849072290772,293,0.02079037807424711,14093,0.0,0.0,0.0,0.0
2026-01-14,US,Android,Meta,66,0.95,0.880583754793999,58.12,0.12388628217180137,533,0.013457925837236371,39605,5.99,7.98,10.306262904335858,13.730213351686169
2026-01-14,US,Android,TikTok,65,1.35,1.351597288685079,87.85,0.11380535008704144,571,0.01746757651413662,32689,4.99,59.970000000000006,5.680136596471259,68.26408651109847
2026-01-14,US,iOS,Google,63,1.1,1.2030713476446433,75.79,0.15883449000261896,397,0.020995365989357872,18909,0.0,22.96,0.0,30.29423406781897
2026-01-14,US,iOS,Meta,79,0.95,0.9971915277855135,78.78,0.10636598092553474,743,0.013021001968188959,57062,19.99,29.979999999999997,25.374460522975372,38.05534399593805
